
timestamp,humidity_dht,temperature_dht,soil_moisture_sensor,rain_level,api_temp,precip_mm,last_update
2025-03-30T17:43:34.741444,14.0,23.0,100,0,31.1,0.0,2025-03-30 15:30
2025-03-30T17:43:44.728638,14.0,23.0,0,100,31.1,0.0,2025-03-30 15:30
2025-03-30T17:43:54.748360,15.0,23.0,60.508849557522126,56.79374389051809,31.1,0.0,2025-03-30 15:30
2025-03-30T17:44:04.729405,15.0,23.0,100,0,31.1,0.0,2025-03-30 15:30
2025-03-30T17:44:14.737014,15.0,23.0,100,0,31.1,0.0,2025-03-30 15:30
2025-03-30T17:44:24.750241,14.0,23.0,53.097345132743364,41.935483870967744,31.1,0.0,2025-03-30 15:30
2025-03-30T17:44:34.763454,14.0,23.0,0,100,31.1,0.0,2025-03-30 15:30
2025-03-30T17:44:44.730871,15.0,23.0,100,7.331378299120234,31.1,0.0,2025-03-30 15:30
2025-03-30T17:44:54.734980,15.0,23.0,100,0,31.1,0.0,2025-03-30 15:30
2025-03-30T17:45:04.738098,15.0,23.0,100,0,31.1,0.0,2025-03-30 15:30
2025-03-30T17:45:14.740869,15.0,23.0,0,100,31.1,0.0,2025-03-30 15:30
2025-03-30T17:45:24.771571,14.0,23.0,8.075221238938052,87.87878787878788,31.1,0.0,2025-03-30 15:30
2025-03-30T17:45:34.776669,15.0,23.0,32.07964601769911,62.4633431085044,31.1,0.0,2025-03-30 15:30
2025-03-30T17:45:44.747720,15.0,23.0,41.5929203539823,53.37243401759531,31.1,0.0,2025-03-30 15:30
2025-03-30T17:45:54.740245,15.0,23.0,38.163716814159294,56.69599217986315,31.1,0.0,2025-03-30 15:30
2025-03-30T17:46:04.791299,15.0,23.0,0,100,31.1,0.0,2025-03-30 15:30
2025-03-30T17:46:14.756106,15.0,23.0,0,100,31.1,0.0,2025-03-30 15:30
timestamp,humidity_dht,temperature_dht,soil_moisture_sensor,rain_level,api_temp,precip_mm,last_update
2025-03-30T17:47:15.530442,14.0,23.0,15.154867256637168,93.841642228739,32.3,0.0,2025-03-30 15:30
2025-03-30T17:47:25.498064,15.0,23.0,0,100,32.3,0.0,2025-03-30 15:30
2025-03-30T17:47:35.489325,15.0,23.0,0,100,32.3,0.0,2025-03-30 15:30
2025-03-30T17:47:45.841387,14.0,23.0,0,100,32.3,0.0,2025-03-30 15:30
2025-03-30T17:47:55.519159,14.0,23.0,0,100,32.3,0.0,2025-03-30 15:30
2025-03-30T17:48:05.483124,14.0,23.0,0,100,32.3,0.0,2025-03-30 15:30
2025-03-30T17:48:15.506929,15.0,23.0,18.805309734513273,66.08015640273705,32.3,0.0,2025-03-30 15:30
2025-03-30T17:48:25.530603,15.0,23.0,71.90265486725664,5.962854349951124,32.3,0.0,2025-03-30 15:30
2025-03-30T17:48:35.504344,15.0,23.0,82.63274336283186,1.9550342130987293,32.3,0.0,2025-03-30 15:30
timestamp,humidity_dht,temperature_dht,soil_moisture_sensor,rain_level,api_temp,precip_mm,last_update,et0_fao,soil_temperature
2025-03-30T18:52:50.141618,14.0,23.0,49.7787610619469,13.489736070381232,32.4,0.0,2025-03-30 16:30,0.5121604,33.078
2025-03-30T18:52:59.564650,14.0,23.0,0,100,32.4,0.0,2025-03-30 16:30,0.5121604,33.078
2025-03-30T18:53:09.534408,14.0,23.0,0,100,32.4,0.0,2025-03-30 16:30,0.5121604,33.078
2025-03-30T18:53:19.545924,14.0,23.0,100,0,32.4,0.0,2025-03-30 16:30,0.5121604,33.078
2025-03-30T18:53:29.574869,14.0,23.0,90.37610619469027,0,32.4,0.0,2025-03-30 16:30,0.5121604,33.078
timestamp,humidity_dht,temperature_dht,soil_moisture_sensor,rain_level,api_temp,precip_mm,last_update,et0_fao,soil_temperature
2025-04-08T14:29:40.367618,16.0,22.0,75.2420470262794,62.65884652981427,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:29:47.742514,16.0,22.0,97.0954356846473,69.40371456500489,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:29:57.748111,16.0,22.0,96.95712309820193,69.40371456500489,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:30:07.772825,16.0,22.0,96.54218533886583,69.11045943304008,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:30:18.142958,16.0,22.0,96.95712309820193,69.59921798631476,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:30:27.773120,16.0,22.0,97.23374827109267,69.79472140762464,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:30:37.734465,16.0,22.0,97.37206085753803,69.9902248289345,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:30:47.744968,16.0,22.0,96.81881051175657,69.40371456500489,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:30:57.744465,16.0,22.0,96.81881051175657,69.50146627565982,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:31:07.751176,16.0,22.0,97.64868603042876,70.18572825024438,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:31:17.753579,16.0,22.0,97.0954356846473,69.79472140762464,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:31:27.765129,16.0,22.0,97.0954356846473,69.6969696969697,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:31:37.743893,16.0,22.0,96.95712309820193,69.50146627565982,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:31:47.775529,16.0,22.0,96.95712309820193,69.59921798631476,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:31:57.759966,16.0,22.0,96.95712309820193,69.50146627565982,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:32:07.763950,16.0,22.0,97.0954356846473,69.6969696969697,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:32:17.787020,16.0,22.0,96.6804979253112,69.30596285434996,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:32:27.755145,16.0,22.0,97.37206085753803,69.9902248289345,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:32:37.775139,16.0,22.0,96.81881051175657,69.50146627565982,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:32:48.050638,16.0,22.0,96.81881051175657,69.40371456500489,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:32:57.776228,16.0,22.0,97.78699861687413,70.38123167155425,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:33:07.825842,16.0,22.0,96.95712309820193,69.59921798631476,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:33:17.778368,16.0,22.0,97.37206085753803,69.9902248289345,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:33:27.825886,16.0,22.0,96.6804979253112,69.40371456500489,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:33:37.774919,16.0,22.0,96.54218533886583,69.20821114369501,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:33:47.788137,16.0,22.0,96.2655601659751,68.91495601173021,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:33:57.786575,16.0,22.0,96.40387275242047,69.01270772238514,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:34:07.788754,16.0,22.0,96.54218533886583,69.20821114369501,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:34:17.771908,16.0,22.0,96.95712309820193,69.6969696969697,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:34:27.797688,16.0,22.0,96.95712309820193,69.59921798631476,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:34:37.776151,16.0,22.0,97.37206085753803,69.89247311827957,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:34:47.783570,16.0,22.0,97.64868603042876,70.18572825024438,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:34:57.780655,16.0,22.0,96.95712309820193,69.59921798631476,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:35:07.795960,16.0,22.0,96.6804979253112,69.40371456500489,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:35:17.785270,16.0,22.0,96.54218533886583,69.30596285434996,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
timestamp,humidity_dht,temperature_dht,soil_moisture_sensor,rain_level,api_temp,precip_mm,last_update,et0_fao,soil_temperature
2025-04-08T14:37:19.956883,16.0,22.0,71.38461538461539,61.3880742913001,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:37:29.803701,16.0,22.0,96.46153846153847,69.50146627565982,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:37:39.782971,16.0,22.0,96.0,69.20821114369501,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:37:50.252725,16.0,22.0,96.15384615384616,69.30596285434996,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:37:59.843647,16.0,22.0,96.3076923076923,69.50146627565982,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:38:09.794836,16.0,22.0,96.61538461538461,69.6969696969697,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:38:19.823750,16.0,22.0,96.46153846153847,69.6969696969697,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:38:29.794081,16.0,22.0,96.46153846153847,69.6969696969697,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:38:39.863328,15.0,23.0,96.3076923076923,69.50146627565982,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:38:49.814373,15.0,23.0,97.07692307692308,70.18572825024438,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:38:59.815034,15.0,23.0,96.92307692307692,69.9902248289345,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:39:09.809101,16.0,22.0,96.92307692307692,70.08797653958945,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:39:19.856274,15.0,23.0,96.3076923076923,69.50146627565982,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
