,soil_moisture,soil_temperature,env_humidity,env_temperature,precipitations_mm,et0_fao,irrigation_status
186,35.5,23.9,95.5,18.5,5.3,0.184166666666667,2
187,35.5,23.9,95.5,18.4,5.3,0.184166666666667,2
188,35.5,23.9,95.5,18.3,5.3,0.184166666666667,2
189,35.5,23.8,95.5,18.3,5.3,0.184166666666667,2
190,35.58,23.8,95.5,18.3,5.3,0.184166666666667,2
191,35.58,23.8,95.5,18.1,5.3,0.184166666666667,2
192,35.58,23.7,95.5,18.1,5.3,0.184166666666667,2
193,35.58,23.7,96.0,17.9,5.3,0.184166666666667,2
194,35.58,23.7,96.0,17.9,5.3,0.184166666666667,2
195,35.58,23.6,96.0,17.9,5.3,0.184166666666667,2
196,35.58,23.6,96.0,17.9,5.3,0.184166666666667,2
197,35.58,23.6,96.0,17.9,5.3,0.184166666666667,2
198,35.58,23.5,96.0,18.0,5.3,0.184166666666667,2
199,35.58,23.5,96.0,18.1,5.3,0.184166666666667,2
200,35.58,23.5,96.0,18.1,5.3,0.184166666666667,2
201,35.58,23.4,96.0,18.0,5.3,0.184166666666667,2
202,35.58,23.4,96.0,17.9,5.3,0.184166666666667,2
203,35.5,23.4,96.0,18.0,5.3,0.184166666666667,2
204,35.5,23.3,96.0,18.0,5.3,0.184166666666667,2
205,35.5,23.3,96.0,18.0,5.3,0.184166666666667,2
206,35.5,23.3,96.0,17.9,5.3,0.184166666666667,2
207,35.5,23.3,96.0,17.8,5.3,0.184166666666667,2
208,35.43,23.2,96.0,17.9,5.3,0.184166666666667,2
209,35.43,23.2,96.0,17.8,5.3,0.184166666666667,2
210,35.43,23.2,96.0,17.9,5.3,0.184166666666667,2
211,35.43,23.2,96.0,17.9,5.3,0.184166666666667,2
212,35.43,23.2,96.0,17.9,5.3,0.184166666666667,2
213,35.43,23.1,96.0,17.8,5.3,0.184166666666667,2
214,35.43,23.1,96.0,17.8,5.3,0.184166666666667,2
215,35.34,23.1,96.0,17.6,5.3,0.184166666666667,2
216,35.34,23.1,96.0,17.3,5.3,0.184166666666667,2
217,35.34,23.0,96.0,17.1,5.3,0.184166666666667,2
218,35.2,23.0,96.0,17.0,5.3,0.184166666666667,2
219,35.2,23.0,96.5,17.1,5.3,0.184166666666667,2
220,35.2,22.9,96.5,17.2,5.3,0.184166666666667,2
221,35.2,22.9,96.5,17.2,5.3,0.184166666666667,2
222,35.2,22.9,96.5,17.0,5.3,0.184166666666667,2
223,35.13,22.8,96.5,16.9,5.3,0.184166666666667,2
224,35.13,22.8,97.0,17.2,5.3,0.184166666666667,2
225,35.13,22.7,97.0,17.5,5.3,0.184166666666667,2
226,35.05,22.7,97.0,17.7,5.3,0.184166666666667,2
227,35.05,22.7,97.0,17.9,5.3,0.184166666666667,2
228,35.05,22.7,97.0,18.1,5.3,0.184166666666667,2
229,34.98,22.6,96.5,18.2,5.3,0.184166666666667,2
230,34.98,22.6,95.5,18.5,5.3,0.184166666666667,2
231,34.98,22.6,94.5,18.5,5.3,0.184166666666667,2
232,34.98,22.6,93.5,18.7,5.3,0.184166666666667,2
233,34.91,22.6,93.0,19.1,5.3,0.184166666666667,2
234,34.98,22.5,91.5,19.1,5.3,0.184166666666667,2
235,34.98,22.5,91.5,19.3,5.3,0.184166666666667,2
236,34.91,22.5,90.5,19.2,5.3,0.184166666666667,2
237,34.91,22.5,91.5,19.0,5.3,0.184166666666667,2
238,34.98,22.5,92.0,18.8,5.3,0.184166666666667,2
239,34.91,22.5,92.5,18.9,5.3,0.184166666666667,2
240,34.91,22.5,92.5,18.9,5.3,0.184166666666667,2
241,34.91,22.5,92.0,19.0,5.3,0.184166666666667,2
242,34.91,22.5,91.5,19.6,5.3,0.184166666666667,2
243,34.83,22.5,90.5,19.8,5.3,0.184166666666667,2
244,34.91,22.5,90.5,19.5,5.3,0.184722222222222,2
245,34.91,22.5,91.5,19.2,5.3,0.184722222222222,2
246,34.91,22.6,91.5,19.4,5.3,0.184722222222222,2
247,34.91,22.6,90.5,19.7,5.3,0.184722222222222,2
248,34.91,22.6,89.0,20.0,5.3,0.184722222222222,2
249,34.91,22.6,89.0,20.1,5.3,0.184722222222222,2
250,34.91,22.6,88.5,20.2,5.3,0.185,2
251,34.83,22.6,87.5,20.0,5.3,0.185,2
252,34.83,22.6,88.0,20.5,5.3,0.185,2
253,34.83,22.6,85.5,21.2,5.3,0.185,2
254,34.83,22.6,83.5,21.9,5.3,0.185,2
255,34.75,22.6,82.0,23.4,5.3,0.184722222222222,2
256,34.83,22.7,73.5,25.3,5.3,0.184722222222222,2
257,34.83,22.7,72.5,25.7,5.3,0.184722222222222,2
258,34.83,22.7,69.0,26.7,5.3,0.184722222222222,2
259,34.83,22.8,65.5,27.4,5.3,0.184722222222222,2
260,34.91,22.9,63.5,28.4,5.3,0.184722222222222,2
261,34.91,23.0,63.0,28.1,5.4,0.184305555555556,2
262,34.91,23.1,65.0,26.6,5.4,0.184305555555556,2
263,34.98,23.2,68.0,26.4,5.4,0.184305555555556,2
264,34.98,23.4,64.0,27.1,5.4,0.184305555555556,2
265,34.98,23.5,64.0,27.7,5.4,0.184305555555556,2
266,34.98,23.6,62.0,27.9,5.4,0.184305555555556,2
267,35.05,23.8,61.0,28.4,5.4,0.185,2
268,35.05,23.9,60.0,28.9,5.4,0.185,2
269,35.13,24.0,59.0,29.7,5.4,0.185,2
270,35.13,24.1,58.0,29.4,5.4,0.185,2
271,35.13,24.3,57.0,29.2,5.4,0.185,2
272,35.13,24.4,58.5,30.1,5.4,0.185,2
273,35.13,24.6,57.5,29.0,5.6,0.185694444444444,2
274,35.2,24.7,59.0,29.0,5.6,0.185694444444444,2
275,35.2,24.9,54.5,29.6,5.6,0.185694444444444,2
276,35.2,25.0,54.0,30.3,5.6,0.185694444444444,2
277,35.2,25.1,51.5,30.3,5.6,0.185694444444444,2
278,35.2,25.2,54.0,30.1,5.6,0.185694444444444,2
279,35.13,25.4,55.5,30.1,5.5,0.186527777777778,2
280,35.2,25.5,48.5,30.5,5.5,0.186527777777778,2
281,35.13,25.6,51.0,29.7,5.5,0.186527777777778,2
282,35.13,25.7,51.0,30.8,5.5,0.186527777777778,2
283,35.13,25.8,49.5,31.7,5.5,0.186527777777778,2
284,35.05,25.9,46.5,32.0,5.5,0.186527777777778,2
285,35.05,26.0,48.5,32.1,5.8,0.186944444444444,2
286,35.05,26.0,45.5,32.5,5.8,0.186944444444444,2
287,34.98,26.1,45.0,32.7,5.8,0.186944444444444,2
288,34.91,26.2,47.5,31.2,5.8,0.186944444444444,2
289,34.91,26.2,47.5,31.8,5.8,0.186944444444444,2
290,34.83,26.3,45.0,32.5,5.8,0.186944444444444,2
291,34.83,26.3,47.0,32.4,6.7,0.188611111111111,2
292,34.75,26.4,47.0,32.4,6.7,0.188611111111111,2
293,34.61,26.4,46.5,32.9,6.7,0.188611111111111,2
294,34.54,26.4,44.0,32.8,6.7,0.188611111111111,2
295,34.54,26.4,42.5,33.2,6.7,0.188611111111111,2
296,34.47,26.4,43.0,32.9,6.7,0.188611111111111,2
297,34.38,26.4,46.5,32.9,6.5,0.190138888888889,2
298,34.31,26.4,46.5,32.8,6.5,0.190138888888889,2
299,34.24,26.4,44.5,32.4,6.5,0.190138888888889,2
300,34.24,26.4,42.5,32.4,6.5,0.190138888888889,2
301,34.16,26.4,43.0,32.8,6.5,0.190138888888889,2
302,33.93,26.4,41.5,33.0,6.5,0.190138888888889,2
303,33.93,26.4,44.5,31.1,6.5,0.190416666666667,2
304,33.87,26.3,44.5,32.1,6.5,0.190416666666667,2
305,33.87,26.3,44.5,32.2,6.5,0.190416666666667,2
306,33.73,26.3,46.0,32.1,6.5,0.190416666666667,2
307,33.73,26.2,48.0,31.4,6.5,0.190416666666667,2
308,33.66,26.2,47.0,30.9,6.5,0.190416666666667,2
309,33.58,26.1,49.5,29.7,6.4,0.190694444444444,2
310,33.58,26.1,56.5,27.9,6.4,0.190694444444444,2
311,33.43,26.1,58.0,26.8,6.4,0.190694444444444,2
312,33.37,26.0,62.0,26.0,6.4,0.190694444444444,2
313,33.29,26.0,66.5,25.1,6.4,0.190694444444444,2
314,33.29,25.9,66.5,24.5,6.4,0.190694444444444,2
315,33.29,25.9,75.5,23.6,6.1,0.190972222222222,2
316,33.22,25.8,79.0,22.9,6.1,0.190972222222222,2
317,33.15,25.7,82.0,22.2,6.1,0.190972222222222,2
318,33.15,25.7,83.0,21.8,6.1,0.190972222222222,2
319,33.09,25.6,84.0,21.4,6.1,0.190972222222222,2
320,33.09,25.6,84.0,21.0,6.1,0.190972222222222,2
321,33.02,25.5,85.5,20.6,6.1,0.191111111111111,2
322,33.02,25.4,86.5,20.4,6.1,0.191111111111111,2
323,32.87,25.4,86.0,20.2,6.1,0.191111111111111,2
324,32.8,25.3,89.0,20.0,6.1,0.191111111111111,2
325,32.8,25.3,90.0,20.1,6.1,0.191111111111111,2
326,32.72,25.2,90.0,20.0,6.1,0.191111111111111,2
327,32.66,25.1,91.0,19.9,6.1,0.191111111111111,2
328,32.66,25.1,90.0,19.7,6.1,0.191111111111111,2
329,32.59,25.0,90.5,19.6,6.1,0.191111111111111,2
330,32.59,25.0,91.0,19.8,6.1,0.191111111111111,2
331,32.59,24.9,91.0,20.0,6.1,0.191111111111111,2
332,32.5,24.8,90.5,20.0,6.1,0.191111111111111,2
333,32.5,24.8,90.5,19.9,6.1,0.191111111111111,2
334,32.45,24.7,90.5,19.6,6.1,0.191111111111111,2
335,32.45,24.7,89.5,19.4,6.1,0.191111111111111,2
336,32.3,24.6,91.0,19.0,6.1,0.191111111111111,2
337,32.24,24.6,91.0,18.8,6.1,0.191111111111111,2
338,32.24,24.5,91.0,18.8,6.1,0.191111111111111,2
339,32.24,24.5,91.0,18.8,6.1,0.191111111111111,2
340,32.24,24.4,91.5,18.8,6.1,0.191111111111111,2
341,32.16,24.4,91.0,19.0,6.1,0.191111111111111,2
342,32.09,24.3,91.0,19.0,6.1,0.191111111111111,2
343,32.09,24.3,91.0,19.0,6.1,0.191111111111111,2
344,32.09,24.2,90.5,19.1,6.1,0.191111111111111,2
345,32.09,24.2,89.5,19.3,6.1,0.191111111111111,2
346,32.03,24.1,89.5,19.3,6.1,0.191111111111111,2
347,32.03,24.1,89.0,19.3,6.1,0.191111111111111,2
348,31.96,24.0,89.0,19.1,6.1,0.191111111111111,2
349,31.96,24.0,89.0,19.0,6.1,0.191111111111111,2
350,31.96,24.0,89.0,18.7,6.1,0.191111111111111,2
351,31.9,23.9,89.5,18.7,6.1,0.191111111111111,2
352,31.9,23.9,89.5,18.5,6.1,0.191111111111111,2
353,31.9,23.8,90.0,18.3,6.1,0.191111111111111,2
354,31.74,23.8,91.0,18.3,6.1,0.191111111111111,2
355,31.74,23.7,89.5,18.8,6.1,0.191111111111111,2
356,31.74,23.7,88.5,18.7,6.1,0.191111111111111,2
357,31.68,23.6,89.0,18.5,6.1,0.191111111111111,2
358,31.68,23.6,89.5,18.1,6.1,0.191111111111111,2
359,31.68,23.5,90.5,17.9,6.1,0.191111111111111,2
360,31.61,23.5,90.5,17.6,6.1,0.191111111111111,2
361,31.61,23.5,91.0,17.5,6.1,0.191111111111111,2
362,31.61,23.4,91.5,17.4,6.1,0.191111111111111,2
363,31.55,23.4,91.5,17.4,6.1,0.191111111111111,2
364,31.55,23.3,92.0,17.3,6.1,0.191111111111111,2
365,31.55,23.3,91.5,17.3,6.1,0.191111111111111,2
366,31.55,23.2,91.5,17.2,6.1,0.191111111111111,2
367,31.48,23.2,92.0,17.3,6.1,0.191111111111111,2
368,31.48,23.2,91.0,17.8,6.1,0.191111111111111,2
369,31.48,23.1,90.0,17.9,6.1,0.191111111111111,2
370,31.41,23.1,88.5,18.4,6.1,0.191111111111111,2
371,31.41,23.0,86.5,19.2,6.1,0.191111111111111,2
372,31.41,23.0,83.5,20.2,6.1,0.191111111111111,2
373,31.41,23.0,80.5,21.2,6.1,0.191111111111111,2
374,31.35,22.9,81.0,20.4,6.1,0.191111111111111,2
375,31.35,22.9,82.0,20.2,6.1,0.19125,2
376,31.21,22.8,78.0,21.8,6.1,0.19125,2
377,31.35,22.8,71.0,23.9,6.1,0.19125,2
378,31.21,22.8,67.0,25.0,6.1,0.19125,2
379,31.35,22.8,64.5,25.9,6.1,0.19125,2
380,31.21,22.8,61.0,26.7,6.1,0.19125,2
381,31.21,22.8,60.0,27.2,6.1,0.19125,2
382,31.21,22.8,58.0,27.6,6.1,0.19125,2
383,31.21,22.9,56.5,28.5,6.1,0.19125,2
384,31.21,22.9,55.5,29.3,6.1,0.19125,2
385,31.21,23.0,53.0,30.0,6.1,0.19125,2
386,31.21,23.1,48.5,30.7,6.1,0.19125,2
387,31.21,23.2,47.5,31.2,6.1,0.19125,2
388,31.21,23.3,46.0,31.6,6.1,0.19125,2
389,31.13,23.4,46.0,32.3,6.1,0.19125,2
390,31.21,23.6,51.0,32.3,6.1,0.19125,2
391,31.21,23.7,46.0,32.5,6.1,0.19125,2
392,31.21,23.9,47.5,32.6,6.1,0.19125,2
393,31.21,24.1,46.0,32.4,6.1,0.191111111111111,2
394,31.21,24.3,48.0,32.9,6.1,0.191111111111111,2
395,31.21,24.5,47.0,32.8,6.1,0.191111111111111,2
396,31.21,24.7,45.0,32.6,6.1,0.191111111111111,2
397,31.35,24.9,49.0,33.0,6.1,0.191111111111111,2
398,31.35,25.1,46.5,33.5,6.1,0.191111111111111,2
399,31.35,25.3,48.5,33.1,6.1,0.190555555555556,2
400,31.21,25.5,48.0,32.6,6.1,0.190555555555556,2
401,31.21,25.8,47.5,32.8,6.1,0.190555555555556,2
402,31.21,26.0,48.5,33.1,6.1,0.190555555555556,2
403,31.21,26.2,48.5,32.8,6.1,0.190555555555556,2
404,31.21,26.4,48.5,32.7,6.1,0.190555555555556,2
405,31.13,26.6,51.0,32.3,6.2,0.189583333333333,2
406,31.13,26.8,48.0,32.4,6.2,0.189583333333333,2
407,31.13,27.0,50.0,32.4,6.2,0.189583333333333,2
408,31.07,27.2,47.5,32.5,6.2,0.189583333333333,2
409,31.07,27.4,49.0,32.9,6.2,0.189583333333333,2
410,31.07,27.5,49.0,32.9,6.2,0.189583333333333,2
411,31.0,27.6,46.5,32.9,6.3,0.18875,2
412,31.0,27.8,46.0,31.7,6.3,0.18875,2
413,31.0,27.9,54.0,32.2,6.3,0.18875,2
414,30.93,28.1,45.0,32.1,6.3,0.18875,2
415,30.86,28.2,46.0,32.9,6.3,0.18875,2
416,30.86,28.2,45.0,33.2,6.3,0.18875,2
417,30.8,28.3,46.5,33.8,6.4,0.188333333333333,2
418,30.8,28.4,44.5,33.6,6.4,0.188333333333333,2
419,30.6,28.5,42.5,33.8,6.4,0.188333333333333,2
420,30.6,28.6,43.5,34.4,6.4,0.188333333333333,2
421,30.6,28.7,43.5,34.2,6.4,0.188333333333333,2
422,30.47,28.8,44.5,34.2,6.4,0.188333333333333,2
423,30.47,28.9,45.0,34.3,6.6,0.188194444444444,2
424,30.41,28.9,42.5,34.1,6.6,0.188194444444444,2
425,30.33,29.0,41.5,34.7,6.6,0.188194444444444,2
426,30.33,29.1,39.5,35.0,6.6,0.188194444444444,2
427,30.26,29.2,42.5,34.9,6.6,0.188194444444444,2
428,30.14,29.2,41.0,35.1,6.6,0.188194444444444,2
429,30.07,29.3,44.0,35.4,6.8,0.187638888888889,2
430,30.07,29.3,42.5,35.9,6.8,0.187638888888889,2
431,30.01,29.3,41.0,34.9,6.8,0.187638888888889,2
432,29.94,29.4,43.5,35.2,6.8,0.187638888888889,2
433,29.88,29.4,44.0,35.0,6.8,0.187638888888889,2
434,29.81,29.4,40.5,36.2,6.8,0.187638888888889,2
