,soil_moisture,soil_temperature,env_humidity,env_temperature,precipitations_mm,et0_fao,irrigation_status
2906,37.03,26.4,57.5,26.2,2.7,0.210555555555556,2
2907,37.03,26.4,60.5,25.2,2.7,0.210555555555556,2
2908,36.95,26.3,61.0,24.7,2.7,0.210555555555556,2
2909,36.95,26.3,59.5,24.7,2.7,0.210555555555556,2
2910,36.95,26.2,58.5,24.8,2.7,0.210555555555556,2
2911,36.87,26.1,59.5,24.6,2.7,0.210555555555556,2
2912,36.95,26.1,61.0,24.2,2.7,0.210555555555556,2
2913,36.87,26.0,62.5,23.8,2.7,0.210555555555556,2
2914,36.87,25.9,63.5,23.7,2.7,0.210555555555556,2
2915,36.8,25.9,64.5,23.6,2.7,0.210555555555556,2
2916,36.8,25.8,65.5,23.6,2.7,0.210555555555556,2
2917,36.8,25.8,69.5,23.4,2.7,0.210555555555556,2
2918,36.72,25.7,71.0,23.1,2.7,0.210555555555556,2
2919,36.72,25.7,70.5,23.1,2.7,0.210555555555556,2
2920,36.72,25.6,70.5,23.1,2.7,0.210555555555556,2
2921,36.64,25.6,70.5,23.0,2.7,0.210555555555556,2
2922,36.64,25.5,69.5,22.8,2.7,0.210555555555556,2
2923,36.64,25.5,70.5,22.6,2.7,0.210555555555556,2
2924,36.48,25.4,72.5,22.3,2.7,0.210555555555556,2
2925,36.48,25.4,74.5,21.9,2.7,0.210555555555556,2
2926,36.48,25.3,77.0,21.6,2.7,0.210555555555556,2
2927,36.48,25.3,77.5,21.3,2.7,0.210555555555556,2
2928,36.4,25.3,79.0,21.2,2.7,0.210555555555556,2
2929,36.4,25.2,80.0,21.3,2.7,0.210555555555556,2
2930,36.4,25.2,79.0,21.2,2.7,0.210694444444444,2
2931,36.4,25.1,79.5,20.9,2.7,0.210694444444444,2
2932,36.34,25.1,79.0,20.7,2.7,0.210694444444444,2
2933,36.34,25.1,79.0,20.8,2.7,0.210694444444444,2
2934,36.34,25.0,81.0,20.5,2.7,0.210694444444444,2
2935,36.34,25.0,81.0,20.2,2.7,0.210694444444444,2
2936,36.34,24.9,82.5,20.1,2.7,0.210833333333333,2
2937,36.25,24.9,84.0,19.9,2.7,0.210833333333333,2
2938,36.34,24.8,84.5,20.0,2.7,0.210833333333333,2
2939,36.25,24.8,83.5,20.4,2.7,0.210833333333333,2
2940,36.25,24.7,83.0,20.7,2.7,0.210833333333333,2
2941,36.18,24.7,82.0,21.2,2.7,0.210833333333333,2
2942,36.25,24.7,81.5,21.6,2.7,0.210833333333333,2
2943,36.25,24.6,79.0,22.0,2.7,0.210833333333333,2
2944,36.18,24.6,74.5,23.9,2.7,0.210833333333333,2
2945,36.25,24.6,70.0,25.8,2.7,0.210833333333333,2
2946,36.18,24.6,63.0,27.6,2.7,0.210833333333333,2
2947,36.09,24.6,57.5,28.6,2.7,0.210833333333333,2
2948,36.18,24.6,55.5,29.4,2.7,0.210833333333333,2
2949,36.18,24.7,54.0,30.4,2.7,0.210833333333333,2
2950,36.18,24.7,53.5,31.0,2.7,0.210833333333333,2
2951,36.18,24.7,51.0,31.7,2.7,0.210833333333333,2
2952,36.09,24.8,50.5,32.2,2.7,0.210833333333333,2
2953,36.09,24.8,50.0,32.4,2.7,0.210833333333333,2
2954,36.09,24.9,48.0,32.8,2.7,0.210833333333333,2
2955,36.09,25.0,49.0,33.1,2.7,0.210833333333333,2
2956,36.09,25.2,46.0,33.8,2.7,0.210833333333333,2
2957,36.18,25.3,47.5,33.8,2.7,0.210833333333333,2
2958,36.18,25.5,46.5,33.8,2.7,0.210833333333333,2
2959,36.18,25.7,46.0,34.1,2.7,0.210833333333333,2
2960,36.18,26.0,46.0,34.4,2.7,0.210833333333333,2
2961,36.18,26.2,44.0,34.5,2.7,0.210833333333333,2
2962,36.25,26.4,42.5,34.9,2.7,0.210833333333333,2
2963,36.25,26.7,40.5,34.9,2.7,0.210833333333333,2
2964,36.34,27.1,43.0,34.9,2.7,0.210833333333333,2
2965,36.4,27.4,44.5,35.2,2.7,0.210833333333333,2
2966,36.48,27.7,41.5,35.4,2.7,0.210694444444444,2
2967,36.48,28.1,45.0,35.4,2.7,0.210694444444444,2
2968,36.72,28.5,42.5,35.7,2.7,0.210694444444444,2
2969,36.72,28.8,40.5,36.1,2.7,0.210694444444444,2
2970,36.8,29.2,44.0,35.9,2.7,0.210694444444444,2
2971,36.87,29.5,41.5,36.4,2.7,0.210694444444444,2
2972,36.87,29.8,40.0,36.0,2.7,0.211111111111111,2
2973,36.95,30.0,41.0,36.0,2.7,0.211111111111111,2
2974,37.03,30.3,42.0,36.1,2.7,0.211111111111111,2
2975,37.03,30.5,38.5,36.0,2.7,0.211111111111111,2
2976,37.09,30.7,40.0,35.9,2.7,0.211111111111111,2
2977,37.09,31.0,41.0,36.2,2.7,0.211111111111111,2
2978,37.09,31.1,42.0,36.1,2.7,0.211944444444444,2
2979,37.09,31.3,44.0,35.8,2.7,0.211944444444444,2
2980,37.09,31.4,41.5,35.8,2.7,0.211944444444444,2
2981,37.25,31.5,40.5,36.0,2.7,0.211944444444444,2
2982,37.25,31.7,42.0,35.7,2.7,0.211944444444444,2
2983,37.25,31.7,42.5,36.0,2.7,0.211944444444444,2
2984,37.25,31.9,40.5,35.8,2.7,0.2125,2
2985,37.25,32.0,43.0,36.4,2.7,0.2125,2
2986,37.25,32.0,38.0,36.6,2.7,0.2125,2
2987,37.25,32.1,40.0,36.9,2.7,0.2125,2
2988,37.25,32.2,40.0,37.3,2.7,0.2125,2
2989,37.25,32.2,39.5,37.0,2.7,0.2125,2
2990,37.09,32.2,41.0,36.7,2.7,0.213194444444444,2
2991,37.09,32.2,42.0,36.7,2.7,0.213194444444444,2
2992,37.03,32.2,41.5,37.4,2.7,0.213194444444444,2
2993,37.03,32.1,42.0,37.2,2.7,0.213194444444444,2
2994,36.95,32.0,40.5,37.4,2.7,0.213194444444444,2
2995,36.87,31.9,41.0,37.1,2.7,0.213194444444444,2
2996,36.87,31.8,38.0,37.7,2.7,0.213611111111111,2
2997,36.8,31.7,37.0,38.1,2.7,0.213611111111111,2
2998,36.72,31.6,39.0,38.0,2.7,0.213611111111111,2
2999,36.64,31.4,41.5,38.1,2.7,0.213611111111111,2
3000,36.48,31.3,39.0,38.4,2.7,0.213611111111111,2
3001,36.4,31.2,38.5,38.2,2.7,0.213611111111111,2
3002,36.4,31.1,38.5,38.7,2.7,0.214166666666667,2
3003,36.4,31.0,37.5,38.5,2.7,0.214166666666667,2
3004,36.34,30.9,38.0,38.2,2.7,0.214166666666667,2
3005,36.18,30.8,39.0,37.9,2.7,0.214166666666667,2
3006,36.18,30.7,40.5,37.5,2.7,0.214166666666667,2
3007,36.09,30.6,38.5,38.0,2.7,0.214166666666667,2
3008,36.09,30.5,38.5,37.7,2.7,0.214583333333333,2
3009,36.09,30.4,38.0,37.8,2.7,0.214583333333333,2
3010,35.88,30.3,38.5,37.6,2.7,0.214583333333333,2
3011,35.88,30.2,39.5,37.1,2.7,0.214583333333333,2
3012,35.81,30.1,39.5,36.8,2.7,0.214583333333333,2
3013,35.73,30.0,40.5,36.7,2.7,0.214583333333333,2
3014,35.73,29.9,41.0,36.7,2.7,0.214444444444444,2
3015,35.65,29.8,41.5,36.2,2.7,0.214444444444444,2
3016,35.65,29.7,42.0,35.6,2.7,0.214444444444444,2
3017,35.58,29.6,43.5,34.9,2.7,0.214444444444444,2
3018,35.5,29.6,43.0,34.6,2.7,0.214444444444444,2
3019,35.43,29.5,44.0,33.9,2.7,0.214444444444444,2
3020,35.43,29.4,45.5,33.4,2.7,0.214444444444444,2
3021,35.34,29.3,48.0,32.3,2.7,0.214444444444444,2
3022,35.34,29.2,50.5,31.6,2.7,0.214444444444444,2
3023,35.2,29.1,52.0,31.1,2.7,0.214444444444444,2
3024,35.13,29.0,53.5,30.6,2.7,0.214444444444444,2
3025,35.13,28.9,54.5,30.1,2.7,0.214444444444444,2
3026,35.05,28.9,56.0,29.9,2.7,0.214305555555556,2
3027,35.05,28.8,58.0,29.4,2.7,0.214305555555556,2
3028,34.98,28.7,59.5,28.8,2.7,0.214305555555556,2
3029,34.98,28.6,61.0,28.2,2.7,0.214305555555556,2
3030,35.05,28.5,62.0,28.0,2.7,0.214305555555556,2
3031,34.98,28.4,63.5,27.7,2.7,0.214305555555556,2
3032,34.98,28.4,64.5,27.2,2.7,0.214305555555556,2
3033,34.91,28.3,66.5,26.7,2.7,0.214305555555556,2
3034,34.83,28.2,68.5,26.6,2.7,0.214305555555556,2
3035,34.91,28.1,71.5,26.2,2.7,0.214305555555556,2
3036,34.91,28.1,71.0,25.8,2.7,0.214305555555556,2
3037,34.83,28.0,71.0,25.5,2.7,0.214305555555556,2
3038,34.91,27.9,72.0,25.5,2.7,0.214305555555556,2
3039,34.91,27.8,72.0,25.4,2.7,0.214305555555556,2
3040,34.91,27.7,72.5,24.9,2.7,0.214305555555556,2
3041,34.75,27.7,71.0,24.7,2.7,0.214305555555556,2
3042,34.83,27.6,72.0,24.5,2.7,0.214305555555556,2
3043,34.83,27.5,71.5,24.2,2.7,0.214305555555556,2
3044,34.75,27.4,70.5,24.0,2.7,0.214444444444444,2
3045,34.75,27.4,70.5,24.1,2.7,0.214444444444444,2
3046,34.61,27.3,70.0,23.8,2.7,0.214444444444444,2
3047,34.61,27.2,72.0,23.6,2.7,0.214444444444444,2
3048,34.61,27.1,72.5,23.4,2.7,0.214444444444444,2
3049,34.54,27.1,72.5,23.6,2.7,0.214444444444444,2
3050,34.54,27.0,72.5,23.4,2.7,0.214583333333333,2
3051,34.54,26.9,73.5,23.0,2.7,0.214583333333333,2
3052,34.54,26.8,72.0,23.4,2.7,0.214583333333333,2
3053,34.47,26.8,69.5,24.3,2.7,0.214583333333333,2
3054,34.47,26.7,68.0,24.8,2.7,0.214583333333333,2
3055,34.47,26.6,67.0,25.0,2.7,0.214583333333333,2
3056,34.47,26.6,67.0,25.0,2.7,0.214722222222222,2
3057,34.38,26.5,68.0,24.7,2.7,0.214722222222222,2
3058,34.47,26.4,68.5,24.4,2.7,0.214722222222222,2
3059,34.38,26.4,69.0,24.3,2.7,0.214722222222222,2
3060,34.38,26.4,69.5,24.1,2.7,0.214722222222222,2
3061,34.38,26.3,69.5,24.1,2.7,0.214722222222222,2
3062,34.38,26.3,70.5,23.7,2.7,0.215,2
3063,34.31,26.2,71.0,23.6,2.7,0.215,2
3064,34.31,26.1,70.0,23.9,2.7,0.215,2
3065,34.31,26.1,70.0,23.8,2.7,0.215,2
3066,34.31,26.1,69.5,23.7,2.7,0.215,2
3067,34.24,26.0,69.0,23.7,2.7,0.215,2
3068,34.24,26.0,68.0,23.6,2.7,0.215138888888889,2
3069,34.24,25.9,68.0,23.4,2.7,0.215138888888889,2
3070,34.24,25.9,69.5,23.1,2.7,0.215138888888889,2
3071,34.24,25.8,71.0,22.7,2.7,0.215138888888889,2
3072,34.24,25.8,71.0,23.0,2.7,0.215138888888889,2
3073,34.24,25.7,73.0,23.4,2.7,0.215138888888889,2
3074,34.24,25.7,76.5,23.0,2.7,0.215277777777778,2
3075,34.16,25.6,78.5,23.0,2.7,0.215277777777778,2
3076,34.16,25.6,80.5,22.7,2.7,0.215277777777778,2
3077,34.16,25.5,80.0,23.0,2.7,0.215277777777778,2
3078,34.16,25.5,80.5,23.3,2.7,0.215277777777778,2
3079,34.03,25.5,82.0,23.5,2.7,0.215277777777778,2
3080,34.16,25.5,82.5,23.4,2.7,0.215416666666667,2
3081,34.03,25.5,83.0,23.3,2.7,0.215416666666667,2
3082,34.16,25.4,82.0,23.2,2.7,0.215416666666667,2
3083,34.03,25.4,82.5,23.0,2.7,0.215416666666667,2
3084,34.03,25.4,82.5,23.1,2.7,0.215416666666667,2
3085,34.03,25.4,83.0,23.4,2.7,0.215416666666667,2
3086,34.03,25.4,82.0,23.7,3.5,0.215555555555556,2
3087,34.03,25.4,81.0,24.0,3.5,0.215555555555556,2
3088,34.03,25.3,77.0,25.1,3.5,0.215555555555556,2
3089,34.03,25.3,73.0,26.6,3.5,0.215555555555556,2
3090,34.03,25.3,69.0,27.5,3.5,0.215555555555556,2
3091,34.03,25.3,65.5,28.8,3.5,0.215555555555556,2
3092,34.03,25.4,62.5,29.6,3.5,0.215694444444444,2
3093,34.03,25.4,62.0,30.3,3.5,0.215694444444444,2
3094,34.03,25.4,57.0,31.5,3.5,0.215694444444444,2
3095,34.03,25.4,54.5,32.3,3.5,0.215694444444444,2
3096,34.03,25.5,53.0,32.1,3.5,0.215694444444444,2
3097,34.16,25.6,52.0,32.6,3.5,0.215694444444444,2
3098,34.03,25.6,53.0,33.5,3.5,0.215555555555556,2
3099,34.03,25.8,48.5,33.9,3.5,0.215555555555556,2
3100,34.16,25.9,46.5,33.8,3.5,0.215555555555556,2
3101,34.16,26.1,46.5,33.7,3.5,0.215555555555556,2
3102,34.16,26.3,47.0,33.9,3.5,0.215555555555556,2
3103,34.24,26.6,44.5,35.0,3.5,0.215555555555556,2
3104,34.31,26.9,44.5,35.1,3.5,0.215555555555556,2
3105,34.31,27.1,46.5,34.8,3.5,0.215555555555556,2
3106,34.47,27.4,45.0,34.2,3.5,0.215555555555556,2
3107,34.47,27.7,47.5,34.2,3.5,0.215555555555556,2
3108,34.54,28.0,45.5,34.6,3.5,0.215555555555556,2
3109,34.61,28.3,44.5,35.0,3.5,0.215555555555556,2
3110,34.75,28.6,45.0,35.0,3.5,0.215694444444444,2
3111,34.75,28.8,44.0,35.4,3.5,0.215694444444444,2
3112,34.83,29.1,43.0,35.9,3.5,0.215694444444444,2
3113,34.83,29.4,43.5,36.4,3.5,0.215694444444444,2
3114,34.91,29.6,41.0,37.5,3.5,0.215694444444444,2
3115,34.91,29.9,40.5,37.4,3.5,0.215694444444444,2
3116,34.98,30.2,39.5,36.2,3.5,0.215972222222222,2
3117,35.13,30.5,39.0,35.7,3.5,0.215972222222222,2
3118,36.64,30.7,38.5,34.9,3.5,0.215972222222222,2
3119,42.97,30.7,41.0,33.4,3.5,0.215972222222222,2
3120,47.13,30.5,43.5,32.9,3.5,0.215972222222222,2
3121,49.09,30.2,46.0,32.1,3.5,0.215972222222222,2
3122,49.94,29.8,53.5,30.4,3.5,0.216111111111111,2
3123,50.31,29.5,56.5,29.5,3.5,0.216111111111111,2
3124,50.39,29.2,56.0,30.0,3.5,0.216111111111111,2
3125,50.53,28.8,55.0,30.3,3.5,0.216111111111111,2
3126,50.68,28.6,53.0,30.6,3.5,0.216111111111111,2
3127,50.68,28.3,50.5,31.2,3.5,0.216111111111111,2
3128,50.68,28.1,50.0,32.2,3.5,0.215833333333333,2
3129,50.75,28.0,50.0,32.0,3.5,0.215833333333333,2
3130,50.75,27.8,49.0,32.5,3.5,0.215833333333333,2
3131,50.75,27.7,48.5,32.9,3.5,0.215833333333333,2
3132,50.82,27.6,48.0,32.7,3.5,0.215833333333333,2
3133,50.82,27.5,49.0,33.0,3.5,0.215833333333333,2
3134,50.75,27.4,49.5,33.1,3.5,0.216111111111111,2
3135,50.75,27.2,46.0,34.0,3.5,0.216111111111111,2
3136,50.75,27.1,46.0,34.1,3.5,0.216111111111111,2
3137,50.75,26.9,47.0,34.1,3.5,0.216111111111111,2
3138,50.75,26.8,46.0,34.3,3.5,0.216111111111111,2
3139,50.75,26.6,45.5,34.7,3.5,0.216111111111111,2
3140,50.75,26.5,43.5,35.2,3.4,0.217222222222222,2
3141,50.75,26.4,42.0,35.4,3.4,0.217222222222222,2
3142,50.75,26.3,42.0,35.5,3.4,0.217222222222222,2
3143,50.75,26.2,42.0,35.7,3.4,0.217222222222222,2
3144,50.75,26.1,42.5,34.9,3.4,0.217222222222222,2
3145,50.75,26.0,60.5,30.6,3.4,0.217222222222222,2
3146,50.68,25.8,57.0,29.1,3.3,0.215,2
3147,50.68,25.7,54.5,29.2,3.3,0.215,2
3148,50.68,25.6,52.0,30.7,3.3,0.215,2
3149,50.68,25.4,50.0,30.4,3.3,0.215,2
3150,50.53,25.2,50.5,30.4,3.3,0.215,2
3151,50.53,25.1,50.0,30.5,3.3,0.215,2
3152,50.53,24.9,48.5,30.9,3.3,0.214166666666667,2
3153,50.53,24.8,48.0,30.3,3.3,0.214166666666667,2
3154,50.46,24.7,49.5,29.9,3.3,0.214166666666667,2
3155,50.46,24.5,47.5,30.2,3.3,0.214166666666667,2
3156,50.46,24.4,45.0,32.0,3.3,0.214166666666667,2
3157,50.39,24.3,44.5,32.6,3.3,0.214166666666667,2
3158,50.31,24.1,44.0,32.3,3.3,0.213888888888889,2
3159,49.86,24.1,45.0,31.6,3.3,0.213888888888889,2
3160,48.62,24.1,45.0,31.9,3.3,0.213888888888889,2
3161,48.06,24.2,45.0,31.9,3.3,0.213888888888889,2
3162,47.72,24.2,47.0,31.6,3.3,0.213888888888889,2
3163,47.39,24.3,45.5,31.3,3.3,0.213888888888889,2
3164,47.22,24.4,48.5,30.5,3.3,0.213194444444444,2
3165,46.52,24.5,60.0,29.1,3.3,0.213194444444444,2
3166,46.34,24.6,62.5,28.0,3.3,0.213194444444444,2
3167,45.34,24.6,64.5,27.2,3.3,0.213194444444444,2
3168,45.06,24.7,66.0,26.6,3.3,0.213194444444444,2
3169,44.86,24.7,67.0,26.3,3.3,0.213194444444444,2
3170,44.67,24.8,67.5,26.0,3.3,0.212777777777778,2
3171,44.58,24.8,66.5,25.8,3.3,0.212777777777778,2
3172,44.29,24.8,66.5,25.6,3.3,0.212777777777778,2
3173,44.18,24.8,67.5,25.3,3.3,0.212777777777778,2
3174,44.09,24.8,68.0,25.1,3.3,0.212777777777778,2
3175,43.99,24.8,68.5,24.8,3.3,0.212777777777778,2
3176,43.79,24.8,69.0,24.6,3.3,0.212777777777778,2
3177,43.59,24.8,68.5,24.8,3.3,0.212777777777778,2
3178,43.49,24.8,69.0,24.8,3.3,0.212777777777778,2
3179,43.49,24.8,69.5,24.7,3.3,0.212777777777778,2
3180,43.28,24.8,70.0,24.4,3.3,0.212777777777778,2
3181,43.18,24.8,70.5,24.4,3.3,0.212777777777778,2
3182,43.08,24.8,70.5,24.4,3.3,0.212777777777778,2
3183,43.08,24.8,71.5,24.1,3.3,0.212777777777778,2
3184,42.97,24.7,72.0,24.0,3.3,0.212777777777778,2
3185,42.77,24.7,72.0,24.0,3.3,0.212777777777778,2
3186,42.77,24.7,71.0,23.8,3.3,0.212777777777778,2
3187,42.55,24.7,71.5,23.4,3.3,0.212777777777778,2
3188,42.55,24.7,72.5,23.2,3.3,0.212777777777778,2
3189,42.45,24.6,73.5,22.9,3.3,0.212777777777778,2
3190,42.45,24.6,73.5,22.7,3.3,0.212777777777778,2
3191,42.34,24.6,74.0,22.6,3.3,0.212777777777778,2
3192,42.34,24.6,75.0,22.3,3.3,0.212777777777778,2
3193,42.23,24.5,75.5,22.1,3.3,0.212777777777778,2
3194,42.13,24.5,77.5,21.7,3.3,0.212777777777778,2
3195,42.13,24.5,78.5,21.7,3.3,0.212777777777778,2
3196,41.91,24.4,78.5,21.5,3.3,0.212777777777778,2
3197,41.8,24.4,80.5,20.9,3.3,0.212777777777778,2
3198,41.7,24.4,83.0,20.4,3.3,0.212777777777778,2
3199,41.7,24.3,83.5,19.9,3.3,0.212777777777778,2
3200,41.59,24.3,84.5,19.9,3.3,0.212777777777778,2
3201,41.59,24.3,84.5,19.9,3.3,0.212777777777778,2
3202,41.47,24.2,85.0,19.7,3.3,0.212777777777778,2
3203,41.37,24.2,85.0,19.8,3.3,0.212777777777778,2
3204,41.37,24.1,85.0,20.0,3.3,0.212777777777778,2
3205,41.37,24.1,85.0,19.8,3.3,0.212777777777778,2
3206,41.26,24.1,85.5,19.7,3.4,0.212777777777778,2
3207,40.86,24.0,85.0,19.8,3.4,0.212777777777778,2
3208,40.86,24.0,84.5,20.0,3.4,0.212777777777778,2
3209,40.86,24.0,85.0,19.8,3.4,0.212777777777778,2
3210,40.79,23.9,86.0,19.4,3.4,0.212777777777778,2
3211,40.79,23.9,86.0,19.5,3.4,0.212777777777778,2
3212,40.71,23.8,86.5,19.4,3.4,0.212777777777778,2
3213,40.71,23.8,87.5,19.1,3.4,0.212777777777778,2
3214,40.63,23.8,88.0,18.9,3.4,0.212777777777778,2
3215,40.63,23.7,88.5,18.7,3.4,0.212777777777778,2
3216,40.63,23.7,89.5,18.5,3.4,0.212777777777778,2
3217,40.55,23.7,89.5,18.2,3.4,0.212777777777778,2
3218,40.47,23.6,90.0,18.0,5.6,0.212777777777778,2
3219,40.47,23.6,90.5,18.0,5.6,0.212777777777778,2
3220,40.47,23.6,91.5,17.9,5.6,0.212777777777778,2
3221,40.47,23.5,91.5,17.9,5.6,0.212777777777778,2
3222,40.4,23.5,92.0,17.8,5.6,0.212777777777778,2
3223,40.4,23.4,92.5,17.9,5.6,0.212777777777778,2
3224,40.24,23.4,92.5,17.9,12.2,0.212777777777778,2
3225,40.24,23.4,92.5,18.2,12.2,0.212777777777778,2
3226,40.16,23.3,92.5,18.6,12.2,0.212777777777778,2
3227,40.16,23.3,92.0,19.0,12.2,0.212777777777778,2
3228,40.16,23.3,91.5,19.5,12.2,0.212777777777778,2
3229,40.16,23.2,89.5,20.0,12.2,0.212777777777778,2
3230,40.08,23.2,89.0,20.6,19.3,0.212777777777778,2
3231,40.08,23.2,85.5,21.7,19.3,0.212777777777778,2
3232,40.08,23.2,81.5,22.7,19.3,0.212777777777778,2
3233,40.0,23.2,77.5,23.9,19.3,0.212777777777778,2
3234,40.0,23.2,74.5,25.2,19.3,0.212777777777778,2
3235,40.0,23.3,70.0,26.1,19.3,0.212777777777778,2
3236,40.0,23.3,68.0,26.9,27.7,0.212777777777778,2
3237,39.91,23.3,63.5,27.6,27.7,0.212777777777778,2
3238,39.91,23.4,64.5,28.7,27.7,0.212777777777778,2
3239,39.91,23.4,60.5,29.5,27.7,0.212777777777778,2
3240,39.84,23.5,58.5,30.2,27.7,0.212777777777778,2
3241,39.84,23.6,56.5,30.5,27.7,0.212777777777778,2
3242,39.75,23.7,55.5,30.5,29.3,0.212916666666667,2
3243,39.59,23.8,54.5,31.0,29.3,0.212916666666667,2
3244,39.59,23.9,55.5,30.9,29.3,0.212916666666667,2
3245,39.59,24.1,55.5,30.8,29.3,0.212916666666667,2
3246,39.52,24.3,55.0,31.3,29.3,0.212916666666667,2
3247,39.52,24.5,55.0,31.5,29.3,0.212916666666667,2
3248,39.52,24.7,55.5,31.2,33.0,0.213333333333333,2
3249,39.43,24.9,60.0,29.5,33.0,0.213333333333333,2
3250,39.43,25.1,57.5,30.5,33.0,0.213333333333333,2
3251,39.43,25.3,57.0,30.7,33.0,0.213333333333333,2
3252,39.36,25.4,52.5,32.1,33.0,0.213333333333333,2
3253,39.36,25.6,53.5,32.0,33.0,0.213333333333333,2
3254,39.28,25.8,51.0,32.2,33.0,0.21375,2
3255,39.28,26.0,51.5,32.4,33.0,0.21375,2
3256,39.21,26.2,49.5,32.7,33.0,0.21375,2
3257,39.12,26.4,51.5,32.6,33.0,0.21375,2
3258,39.12,26.6,50.5,33.6,33.0,0.21375,2
3259,39.12,26.8,47.5,33.6,33.0,0.21375,2
3260,38.97,27.0,49.5,34.3,34.8,0.210138888888889,2
3261,38.97,27.2,47.5,33.5,34.8,0.210138888888889,2
3262,38.89,27.4,47.5,33.6,34.8,0.210138888888889,2
3263,38.89,27.6,49.0,31.9,34.8,0.210138888888889,2
3264,38.81,27.7,53.5,30.5,34.8,0.210138888888889,2
3265,38.81,27.8,51.5,32.3,34.8,0.210138888888889,2
3266,38.73,27.9,50.0,33.6,35.7,0.204444444444444,2
3267,38.66,27.9,49.0,34.3,35.7,0.204444444444444,2
3268,38.66,28.0,46.5,34.3,35.7,0.204444444444444,2
3269,38.57,28.2,51.5,31.3,35.7,0.204444444444444,2
3270,38.57,28.3,59.5,28.0,35.7,0.204444444444444,2
3271,38.5,28.4,69.5,25.1,35.7,0.204444444444444,2
3272,38.5,28.3,74.0,23.8,35.9,0.202222222222222,2
3273,38.34,28.3,72.0,24.8,35.9,0.202222222222222,2
3274,38.25,28.1,61.0,27.5,35.9,0.202222222222222,2
3275,38.25,28.0,60.5,26.9,35.9,0.202222222222222,2
3276,38.18,27.9,63.5,26.1,35.9,0.202222222222222,2
3277,38.18,27.9,65.5,27.3,35.9,0.202222222222222,2
3278,38.11,27.8,61.5,29.5,34.3,0.200277777777778,2
3279,38.02,27.7,58.0,30.3,34.3,0.200277777777778,2
3280,37.95,27.7,57.0,31.2,34.3,0.200277777777778,2
3281,37.87,27.7,54.5,31.9,34.3,0.200277777777778,2
3282,37.71,27.7,53.0,31.7,34.3,0.200277777777778,2
3283,37.71,27.7,55.5,31.3,34.3,0.200277777777778,2
3284,37.64,27.6,57.5,30.8,34.3,0.200277777777778,2
3285,37.56,27.7,54.5,30.2,34.3,0.200277777777778,2
3286,37.49,27.6,57.5,30.9,34.3,0.200277777777778,2
3287,37.49,27.6,54.0,32.6,34.3,0.200277777777778,2
3288,37.49,27.6,53.0,33.2,34.3,0.200277777777778,2
3289,37.41,27.6,49.5,33.8,34.3,0.200277777777778,2
3290,37.41,27.6,50.5,33.7,34.3,0.199583333333333,2
3291,37.33,27.5,51.0,33.5,34.3,0.199583333333333,2
3292,37.25,27.5,50.0,33.0,34.3,0.199583333333333,2
3293,37.25,27.5,50.5,32.5,34.3,0.199583333333333,2
3294,37.09,27.4,50.5,32.5,34.3,0.199583333333333,2
3295,37.09,27.4,51.5,32.0,34.3,0.199583333333333,2
3296,37.03,27.3,49.5,32.1,34.3,0.19875,2
3297,36.95,27.3,52.0,32.1,34.3,0.19875,2
3298,36.95,27.2,53.5,31.9,34.3,0.19875,2
3299,36.87,27.1,54.5,31.6,34.3,0.19875,2
3300,36.8,27.1,53.0,31.3,34.3,0.19875,2
3301,36.72,27.0,52.5,31.1,34.3,0.19875,2
3302,36.72,27.0,54.0,30.8,34.4,0.197361111111111,2
3303,36.64,26.9,54.0,30.3,34.4,0.197361111111111,2
3304,36.64,26.8,55.5,29.8,34.4,0.197361111111111,2
3305,36.64,26.8,58.0,29.1,34.4,0.197361111111111,2
3306,36.48,26.7,61.5,27.8,34.4,0.197361111111111,2
3307,36.48,26.6,63.0,26.9,34.4,0.197361111111111,2
3308,36.4,26.6,65.0,26.4,34.4,0.196111111111111,2
3309,36.4,26.5,67.0,26.0,34.4,0.196111111111111,2
3310,36.34,26.4,69.0,25.5,34.4,0.196111111111111,2
3311,36.34,26.3,71.5,24.9,34.4,0.196111111111111,2
3312,36.25,26.3,72.5,24.3,34.4,0.196111111111111,2
3313,36.25,26.2,74.5,23.9,34.6,0.195555555555556,2
3314,36.25,26.1,76.0,23.3,34.6,0.195555555555556,2
3315,36.18,26.1,78.0,22.8,34.6,0.195555555555556,2
3316,36.18,26.0,76.0,22.6,34.6,0.195555555555556,2
3317,36.18,25.9,74.0,22.6,34.6,0.195555555555556,2
3318,36.09,25.8,73.5,22.1,34.6,0.195555555555556,2
3319,36.09,25.7,77.0,21.6,34.7,0.195416666666667,2
3320,36.04,25.7,79.0,21.0,34.7,0.195416666666667,2
3321,36.04,25.6,80.5,20.5,34.7,0.195416666666667,2
3322,35.88,25.5,81.5,20.1,34.7,0.195416666666667,2
3323,35.88,25.4,82.0,19.9,34.7,0.195416666666667,2
3324,35.88,25.3,82.0,19.5,34.7,0.195416666666667,2
3325,35.88,25.2,81.5,19.4,34.7,0.195277777777778,2
3326,35.81,25.1,84.5,19.0,34.7,0.195277777777778,2
3327,35.81,25.0,84.0,18.8,34.7,0.195277777777778,2
3328,35.81,24.9,84.5,18.8,34.7,0.195277777777778,2
3329,35.73,24.9,84.5,18.8,34.7,0.195277777777778,2
3330,35.81,24.8,84.0,18.7,34.7,0.195277777777778,2
